path,label,category,group,sizeClass,sizeClassSource,targetHeightUnits,walkableOrSolid,marketplaceEligible,priceCents,priceDollars,priceTier,spinWheelEligible,interactable,needsNewAnimation,interactNote
/world/models/aquarium/turbot.glb,Turbot,aquarium,Nature & Animals,smallObject,category-fallback,0.698,walkable (walk-through),yes,150,1.50,paid,yes,yes,no,static click-to-collect
/world/models/aquarium/worm.glb,Worm,aquarium,Nature & Animals,smallObject,category-fallback,0.698,walkable (walk-through),yes,150,1.50,paid,yes,yes,no,static click-to-collect
/world/models/aquarium/yellow-tang.glb,Yellow Tang,aquarium,Nature & Animals,smallObject,category-fallback,0.698,walkable (walk-through),yes,150,1.50,paid,yes,yes,no,static click-to-collect
/world/models/aquarium/zebra-clown-fish.glb,Zebra Clown Fish,aquarium,Nature & Animals,smallObject,category-fallback,0.698,walkable (walk-through),yes,150,1.50,paid,yes,yes,no,static click-to-collect
/world/models/buildings/apartment-building.glb,Apartment Building,buildings,Buildings & Places,largeStructure,category-fallback,7.853,solid (blocks movement),yes,3500,35.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/buildings/bank.glb,Bank,buildings,Buildings & Places,largeStructure,category-fallback,7.853,solid (blocks movement),yes,3500,35.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/buildings/building-extra.glb,Building Extra,buildings,Buildings & Places,largeStructure,category-fallback,7.853,solid (blocks movement),yes,3500,35.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/buildings/cabin-shed.glb,Cabin Shed,buildings,Buildings & Places,smallStructure,keyword,5.235,solid (blocks movement),yes,2000,20.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/buildings/cinema.glb,Cinema,buildings,Buildings & Places,largeStructure,category-fallback,7.853,solid (blocks movement),yes,3500,35.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/buildings/hospital.glb,Hospital,buildings,Buildings & Places,largeStructure,category-fallback,7.853,solid (blocks movement),yes,3500,35.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/buildings/house-2.glb,House 2,buildings,Buildings & Places,largeStructure,keyword,7.853,solid (blocks movement),yes,3500,35.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/buildings/house-quaternius.glb,House Quaternius,buildings,Buildings & Places,largeStructure,keyword,7.853,solid (blocks movement),yes,3500,35.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/buildings/house.glb,House,buildings,Buildings & Places,largeStructure,keyword,7.853,solid (blocks movement),yes,3500,35.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/buildings/office-building-2.glb,Office Building 2,buildings,Buildings & Places,largeStructure,category-fallback,7.853,solid (blocks movement),yes,3500,35.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/buildings/office-building-3.glb,Office Building 3,buildings,Buildings & Places,largeStructure,category-fallback,7.853,solid (blocks movement),yes,3500,35.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/buildings/office-building.glb,Office Building,buildings,Buildings & Places,largeStructure,category-fallback,7.853,solid (blocks movement),yes,3500,35.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/buildings/post-office.glb,Post Office,buildings,Buildings & Places,personScale,keyword,1.745,solid (blocks movement),yes,800,8.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/buildings/store.glb,Store,buildings,Buildings & Places,largeStructure,category-fallback,7.853,solid (blocks movement),yes,3500,35.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/buildings/windmill-cottage.glb,Windmill Cottage,buildings,Buildings & Places,smallStructure,keyword,5.235,solid (blocks movement),yes,2000,20.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/camping/Archery_Target.glb,Archery Target,camping,Nature & Animals,smallObject,keyword,0.436,walkable (walk-through),yes,150,1.50,paid,no,yes,no,static click-to-collect
/world/models/camping/Backpack_A.glb,Backpack A,camping,Nature & Animals,smallObject,keyword,0.436,walkable (walk-through),yes,150,1.50,paid,no,yes,no,static click-to-collect
/world/models/camping/Bear_Canister.glb,Bear Canister,camping,Nature & Animals,smallObject,keyword,0.436,walkable (walk-through),yes,150,1.50,paid,no,yes,no,static click-to-collect
/world/models/camping/Bell_Tent_A.glb,Bell Tent A,camping,Nature & Animals,personScale,category-fallback,2.618,walkable (walk-through),yes,800,8.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/camping/Birch_Tree_A.glb,Birch Tree A,camping,Nature & Animals,personScale,category-fallback,2.618,walkable (walk-through),yes,800,8.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/camping/Camp_Lantern_A.glb,Camp Lantern A,camping,Nature & Animals,personScale,category-fallback,2.618,walkable (walk-through),yes,800,8.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/camping/Camp_Shower.glb,Camp Shower,camping,Nature & Animals,furniture,keyword,0.873,walkable (walk-through),yes,500,5.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/camping/Camp_Stool_A.glb,Camp Stool A,camping,Nature & Animals,furniture,keyword,0.873,walkable (walk-through),yes,500,5.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/camping/Camp_Stove_A.glb,Camp Stove A,camping,Nature & Animals,personScale,category-fallback,2.618,walkable (walk-through),yes,800,8.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/camping/Cooler_A.glb,Cooler A,camping,Nature & Animals,personScale,category-fallback,2.618,walkable (walk-through),yes,800,8.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/camping/Deck_Corner_A.glb,Deck Corner A,camping,Nature & Animals,personScale,category-fallback,2.618,walkable (walk-through),yes,800,8.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/camping/Fishing_Dock_A.glb,Fishing Dock A,camping,Nature & Animals,personScale,category-fallback,2.618,walkable (walk-through),yes,800,8.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/characters/ambient-1.glb,Ambient 1,characters,Characters,furniture,category-fallback,1.745,walkable (walk-through),yes,500,5.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/characters/ambient-2.glb,Ambient 2,characters,Characters,furniture,category-fallback,1.745,walkable (walk-through),yes,500,5.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/characters/ambient-3.glb,Ambient 3,characters,Characters,furniture,category-fallback,1.745,walkable (walk-through),yes,500,5.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/characters/neighbor-penny.glb,Neighbor Penny,characters,Characters,furniture,category-fallback,1.745,walkable (walk-through),yes,500,5.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/characters/neighbor-pip.glb,Neighbor Pip,characters,Characters,furniture,category-fallback,1.745,walkable (walk-through),yes,500,5.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/characters/neighbor-scout.glb,Neighbor Scout,characters,Characters,furniture,category-fallback,1.745,walkable (walk-through),yes,500,5.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/characters/neighbor-wren.glb,Neighbor Wren,characters,Characters,furniture,category-fallback,1.745,walkable (walk-through),yes,500,5.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/characters/player.glb,Player,characters,Characters,furniture,category-fallback,1.745,walkable (walk-through),yes,500,5.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/city/bench2.glb,Bench2,city,Buildings & Places,furniture,keyword,0.873,solid (blocks movement),yes,500,5.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/city/curvedRoad.glb,Curved Road,city,Buildings & Places,furniture,category-fallback,1.396,solid (blocks movement),yes,500,5.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/city/fireHydrant.glb,Fire Hydrant,city,Buildings & Places,smallObject,keyword,0.436,solid (blocks movement),yes,150,1.50,paid,no,yes,no,static click-to-collect
/world/models/city/garbageBin.glb,Garbage Bin,city,Buildings & Places,smallObject,keyword,0.436,solid (blocks movement),yes,150,1.50,paid,no,yes,no,static click-to-collect
/world/models/city/garden1.glb,Garden1,city,Buildings & Places,furniture,category-fallback,1.396,solid (blocks movement),yes,500,5.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/city/intersectionRoad.glb,Intersection Road,city,Buildings & Places,furniture,category-fallback,1.396,solid (blocks movement),yes,500,5.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/city/redCar.glb,Red Car,city,Buildings & Places,furniture,category-fallback,1.396,solid (blocks movement),yes,500,5.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/city/stopSign.glb,Stop Sign,city,Buildings & Places,personScale,keyword,1.745,solid (blocks movement),yes,800,8.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/city/straightRoad.glb,Straight Road,city,Buildings & Places,furniture,category-fallback,1.396,solid (blocks movement),yes,500,5.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/city/streetLight.glb,Street Light,city,Buildings & Places,pole,keyword,4.363,solid (blocks movement),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/city/trafficCone.glb,Traffic Cone,city,Buildings & Places,personScale,keyword,1.745,solid (blocks movement),yes,800,8.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/city/trafficLight.glb,Traffic Light,city,Buildings & Places,pole,keyword,4.363,solid (blocks movement),yes,1000,10.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/commercial-buildings/building-a.glb,Building A,commercial-buildings,Buildings & Places,largeStructure,category-fallback,7.853,solid (blocks movement),yes,3500,35.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/commercial-buildings/building-b.glb,Building B,commercial-buildings,Buildings & Places,largeStructure,category-fallback,7.853,solid (blocks movement),yes,3500,35.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/commercial-buildings/building-c.glb,Building C,commercial-buildings,Buildings & Places,largeStructure,category-fallback,7.853,solid (blocks movement),yes,3500,35.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/commercial-buildings/building-d.glb,Building D,commercial-buildings,Buildings & Places,largeStructure,category-fallback,7.853,solid (blocks movement),yes,3500,35.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/commercial-buildings/building-e.glb,Building E,commercial-buildings,Buildings & Places,largeStructure,category-fallback,7.853,solid (blocks movement),yes,3500,35.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/commercial-buildings/building-f.glb,Building F,commercial-buildings,Buildings & Places,largeStructure,category-fallback,7.853,solid (blocks movement),yes,3500,35.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/commercial-buildings/building-g.glb,Building G,commercial-buildings,Buildings & Places,largeStructure,category-fallback,7.853,solid (blocks movement),yes,3500,35.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/commercial-buildings/building-h.glb,Building H,commercial-buildings,Buildings & Places,largeStructure,category-fallback,7.853,solid (blocks movement),yes,3500,35.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/commercial-buildings/building-i.glb,Building I,commercial-buildings,Buildings & Places,largeStructure,category-fallback,7.853,solid (blocks movement),yes,3500,35.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/commercial-buildings/building-j.glb,Building J,commercial-buildings,Buildings & Places,largeStructure,category-fallback,7.853,solid (blocks movement),yes,3500,35.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/commercial-buildings/building-k.glb,Building K,commercial-buildings,Buildings & Places,largeStructure,category-fallback,7.853,solid (blocks movement),yes,3500,35.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/commercial-buildings/building-l.glb,Building L,commercial-buildings,Buildings & Places,largeStructure,category-fallback,7.853,solid (blocks movement),yes,3500,35.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/commercial-buildings/building-m.glb,Building M,commercial-buildings,Buildings & Places,largeStructure,category-fallback,7.853,solid (blocks movement),yes,3500,35.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/commercial-buildings/building-n.glb,Building N,commercial-buildings,Buildings & Places,largeStructure,category-fallback,7.853,solid (blocks movement),yes,3500,35.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/commercial-buildings/building-skyscraper-a.glb,Building Skyscraper A,commercial-buildings,Buildings & Places,cityStructure,keyword,15.705,solid (blocks movement),yes,5000,50.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/commercial-buildings/building-skyscraper-b.glb,Building Skyscraper B,commercial-buildings,Buildings & Places,cityStructure,keyword,15.705,solid (blocks movement),yes,5000,50.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/commercial-buildings/building-skyscraper-c.glb,Building Skyscraper C,commercial-buildings,Buildings & Places,cityStructure,keyword,15.705,solid (blocks movement),yes,5000,50.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/commercial-buildings/building-skyscraper-d.glb,Building Skyscraper D,commercial-buildings,Buildings & Places,cityStructure,keyword,15.705,solid (blocks movement),yes,5000,50.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/commercial-buildings/building-skyscraper-e.glb,Building Skyscraper E,commercial-buildings,Buildings & Places,cityStructure,keyword,15.705,solid (blocks movement),yes,5000,50.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/commercial-buildings/detail-awning-wide.glb,Detail Awning Wide,commercial-buildings,Buildings & Places,furniture,keyword,0.873,solid (blocks movement),yes,500,5.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/commercial-buildings/detail-awning.glb,Detail Awning,commercial-buildings,Buildings & Places,furniture,keyword,0.873,solid (blocks movement),yes,500,5.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/commercial-buildings/detail-overhang-wide.glb,Detail Overhang Wide,commercial-buildings,Buildings & Places,furniture,keyword,0.873,solid (blocks movement),yes,500,5.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/commercial-buildings/detail-overhang.glb,Detail Overhang,commercial-buildings,Buildings & Places,furniture,keyword,0.873,solid (blocks movement),yes,500,5.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/commercial-buildings/detail-parasol-a.glb,Detail Parasol A,commercial-buildings,Buildings & Places,furniture,keyword,0.873,solid (blocks movement),yes,500,5.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/commercial-buildings/detail-parasol-b.glb,Detail Parasol B,commercial-buildings,Buildings & Places,furniture,keyword,0.873,solid (blocks movement),yes,500,5.00,paid,no,no,no,"placed decoration only, not clickable"
/world/models/creatures/big-Alien.gltf,Big Alien,creatures,Nature & Animals,furniture,category-fallback,1.396,walkable (walk-through),yes,1250,12.50,paid,yes,yes,yes,"caretaking loop (feed/pet/play) — no animation clips exist in manifest today, real new production work"
/world/models/creatures/big-Birb.gltf,Big Birb,creatures,Nature & Animals,furniture,category-fallback,1.396,walkable (walk-through),yes,1250,12.50,paid,yes,yes,yes,"caretaking loop (feed/pet/play) — no animation clips exist in manifest today, real new production work"
/world/models/creatures/big-BlueDemon.gltf,Big Blue Demon,creatures,Nature & Animals,furniture,category-fallback,1.396,walkable (walk-through),yes,1250,12.50,paid,yes,yes,yes,"caretaking loop (feed/pet/play) — no animation clips exist in manifest today, real new production work"
/world/models/creatures/big-Bunny.gltf,Big Bunny,creatures,Nature & Animals,furniture,category-fallback,1.396,walkable (walk-through),yes,1250,12.50,paid,yes,yes,yes,"caretaking loop (feed/pet/play) — no animation clips exist in manifest today, real new production work"
/world/models/creatures/big-Cactoro.gltf,Big Cactoro,creatures,Nature & Animals,furniture,category-fallback,1.396,walkable (walk-through),yes,1250,12.50,paid,yes,yes,yes,"caretaking loop (feed/pet/play) — no animation clips exist in manifest today, real new production work"
/world/models/creatures/big-Demon.gltf,Big Demon,creatures,Nature & Animals,furniture,category-fallback,1.396,walkable (walk-through),yes,1250,12.50,paid,yes,yes,yes,"caretaking loop (feed/pet/play) — no animation clips exist in manifest today, real new production work"
/world/models/creatures/big-Dino.gltf,Big Dino,creatures,Nature & Animals,furniture,category-fallback,1.396,walkable (walk-through),yes,1250,12.50,paid,yes,yes,yes,"caretaking loop (feed/pet/play) — no animation clips exist in manifest today, real new production work"
/world/models/creatures/big-Fish.gltf,Big Fish,creatures,Nature & Animals,furniture,category-fallback,1.396,walkable (walk-through),yes,1250,12.50,paid,yes,yes,yes,"caretaking loop (feed/pet/play) — no animation clips exist in manifest today, real new production work"
/world/models/creatures/big-Frog.gltf,Big Frog,creatures,Nature & Animals,furniture,category-fallback,1.396,walkable (walk-through),yes,1250,12.50,paid,yes,yes,yes,"caretaking loop (feed/pet/play) — no animation clips exist in manifest today, real new production work"
/world/models/creatures/big-Monkroose.gltf,Big Monkroose,creatures,Nature & Animals,furniture,category-fallback,1.396,walkable (walk-through),yes,1250,12.50,paid,yes,yes,yes,"caretaking loop (feed/pet/play) — no animation clips exist in manifest today, real new production work"
/world/models/creatures/big-MushroomKing.gltf,Big Mushroom King,creatures,Nature & Animals,furniture,category-fallback,1.396,walkable (walk-through),yes,1250,12.50,paid,yes,yes,yes,"caretaking loop (feed/pet/play) — no animation clips exist in manifest today, real new production work"
/world/models/creatures/big-Ninja.gltf,Big Ninja,creatures,Nature & Animals,furniture,category-fallback,1.396,walkable (walk-through),yes,1250,12.50,paid,yes,yes,yes,"caretaking loop (feed/pet/play) — no animation clips exist in manifest today, real new production work"
/world/models/creatures/big-Orc.gltf,Big Orc,creatures,Nature & Animals,furniture,category-fallback,1.396,walkable (walk-through),yes,1250,12.50,paid,yes,yes,yes,"caretaking loop (feed/pet/play) — no animation clips exist in manifest today, real new production work"
/world/models/creatures/big-Orc_Skull.gltf,Big Orc Skull,creatures,Nature & Animals,furniture,category-fallback,1.396,walkable (walk-through),yes,1250,12.50,paid,yes,yes,yes,"caretaking loop (feed/pet/play) — no animation clips exist in manifest today, real new production work"
/world/models/creatures/big-Tribal.gltf,Big Tribal,creatures,Nature & Animals,furniture,category-fallback,1.396,walkable (walk-through),yes,1250,12.50,paid,yes,yes,yes,"caretaking loop (feed/pet/play) — no animation clips exist in manifest today, real new production work"
/world/models/creatures/big-Yeti.gltf,Big Yeti,creatures,Nature & Animals,furniture,category-fallback,1.396,walkable (walk-through),yes,1250,12.50,paid,yes,yes,yes,"caretaking loop (feed/pet/play) — no animation clips exist in manifest today, real new production work"
/world/models/creatures/bird-suzume-eat.glb,Bird Suzume Eat,creatures,Nature & Animals,furniture,category-fallback,1.396,walkable (walk-through),yes,1250,12.50,paid,yes,yes,yes,"caretaking loop (feed/pet/play) — no animation clips exist in manifest today, real new production work"
/world/models/creatures/bird-suzume-fly-in.glb,Bird Suzume Fly In,creatures,Nature & Animals,furniture,category-fallback,1.396,walkable (walk-through),yes,1250,12.50,paid,yes,yes,yes,"caretaking loop (feed/pet/play) — no animation clips exist in manifest today, real new production work"
/world/models/creatures/bird-suzume-fly-out.glb,Bird Suzume Fly Out,creatures,Nature & Animals,furniture,category-fallback,1.396,walkable (walk-through),yes,1250,12.50,paid,yes,yes,yes,"caretaking loop (feed/pet/play) — no animation clips exist in manifest today, real new production work"
